;;HLAVNÍ MĚSTO PRAHA;;;;;;;;;;;;;;;
CZ020;2104;Čáslav;16;Krchleby;534153;obec;2;2;600;421;79;103;2;1;-;;CZ0205
CZ020;2104;Čáslav;17;Močovice;530999;obec;1;1;490;403;81;76;2;1;-;;CZ0205
CZ020;2104;Čáslav;18;Okřesaneč;534251;obec;1;1;239;206;34;47;-;1;1;;CZ0205
CZ020;2104;Čáslav;19;Potěhy;534331;obec;1;1;499;659;123;135;2;1;1;;CZ0205
CZ020;2104;Čáslav;20;Rohozec;526622;obec;1;1;531;317;52;69;2;1;1;;CZ0205
CZ020;2104;Čáslav;21;Semtěš;530859;obec;1;1;501;260;41;65;2;-;1;;CZ0205
CZ020;2104;Čáslav;22;Schořov;531383;obec;1;1;142;84;10;21;-;1;1;;CZ0205
CZ020;2104;Čáslav;23;Souňov;531065;obec;1;1;268;156;27;29;2;1;-;;CZ0205
CZ020;2104;Čáslav;24;Starkoč;530875;obec;1;1;409;149;12;33;-;-;1;;CZ0205
CZ020;2104;Čáslav;25;Šebestěnice;531421;obec;1;1;329;75;11;15;-;1;1;;CZ0205
CZ020;2104;Čáslav;26;Třebešice;530981;obec;1;1;721;297;55;51;2;1;-;;CZ0205
CZ020;2104;Čáslav;27;Třebonín;571741;obec;1;1;342;138;19;30;-;1;-;;CZ0205
CZ020;2104;Čáslav;28;Tupadly;534480;obec;1;1;660;682;126;133;2;1;1;;CZ0205
CZ020;2104;Čáslav;29;Vinaře;534544;obec;2;1;513;267;45;58;2;1;1;;CZ0205
CZ020;2104;Čáslav;30;Vlačice;534552;obec;2;1;527;256;46;45;2;-;1;;CZ0205
CZ020;2104;Čáslav;31;Vlkaneč;534579;obec;3;3;1 413;629;101;141;2;1;1;;CZ0205
CZ020;2104;Čáslav;32;Vodranty;531014;obec;1;1;160;81;15;30;-;1;-;;CZ0205
CZ020;2104;Čáslav;33;Vrdy;534587;obec;4;4;1 850;3 152;472;579;2;1;1;;CZ0205
CZ020;2104;Čáslav;34;Zbýšov;534625;obec;8;8;2 616;627;79;179;2;1;1;;CZ0205
CZ020;2104;Čáslav;35;Žáky;534641;obec;2;1;566;379;68;73;-;1;-;;CZ0205
CZ020;2104;Čáslav;36;Žehušice;534650;městys;2;2;893;876;178;135;2;1;1;;CZ0205
CZ020;2104;Čáslav;37;Žleby;534668;obec;4;2;1 464;1 405;255;311;2;1;1;;CZ0205
CZ020;2105;Černošice;1;Bojanovice;539104;obec;3;3;1 090;501;86;110;-;1;-;;CZ020A
CZ020;2105;Černošice;2;Bratřínov;571199;obec;1;1;421;205;37;35;-;-;-;;CZ020A
CZ020;2105;Černošice;3;Březová-Oleško;599735;obec;2;2;648;1 403;277;255;2;1;-;;CZ020A
CZ020;2105;Černošice;4;Buš;540048;obec;1;1;685;339;45;71;2;1;-;;CZ020A
CZ020;2105;Černošice;5;Černolice;539121;obec;1;1;319;566;128;97;2;1;-;;CZ020A
CZ020;2105;Černošice;6;Černošice;539139;město;1;1;906;7 570;1 555;1 400;2;1;1;;CZ020A
